"shortDescription","description","founded","city","country","industries/0","industries/1","industries/2","shortDescription_tokenize"
"#1 Catering","-","2016-01-01","Espoo","Finland","nutrition_food_beverages_supplements","NULL","NULL","1"
"#1 Catering","-","2016-01-01","Espoo","Finland","nutrition_food_beverages_supplements","NULL","NULL","catering"
"Wellbeing and telehealthcare","Rapidly growing cost of elderly care becomes unbearable unless independent living at home can be extended.
Our solution consists of the Navigil S1/S3 mobile telehealthcare wristwatches with mobile phone, GPS tracking and activity monitoring features supported by mobile communication, location and Navigil Rafael management services which enable blended care model and optimal use of scarce care resources. Up to 30% of healthcare cost can be avoided with preventive care of elderly persons.","2010-12-01","Espoo","Finland","health","medtech","digital_health","wellbeing"
"Wellbeing and telehealthcare","Rapidly growing cost of elderly care becomes unbearable unless independent living at home can be extended.
Our solution consists of the Navigil S1/S3 mobile telehealthcare wristwatches with mobile phone, GPS tracking and activity monitoring features supported by mobile communication, location and Navigil Rafael management services which enable blended care model and optimal use of scarce care resources. Up to 30% of healthcare cost can be avoided with preventive care of elderly persons.","2010-12-01","Espoo","Finland","health","medtech","digital_health","and"
"Wellbeing and telehealthcare","Rapidly growing cost of elderly care becomes unbearable unless independent living at home can be extended.
Our solution consists of the Navigil S1/S3 mobile telehealthcare wristwatches with mobile phone, GPS tracking and activity monitoring features supported by mobile communication, location and Navigil Rafael management services which enable blended care model and optimal use of scarce care resources. Up to 30% of healthcare cost can be avoided with preventive care of elderly persons.","2010-12-01","Espoo","Finland","health","medtech","digital_health","telehealthcare"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","digital"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","platform"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","helping"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","people"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","to"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","buy"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","sell"
"Digital platform helping people to buy/sell homes","kkk","2018-01-01","Helsinki","Finland","e-commerce","construction_and_real_estate","education","homes"
"The only marketing platform for retail","Strict focus on developing all product features solely for the mid-sized multichannel retailers has given us a good advantage to compete even against the high-end players in the market like Adobe and Salesforce. We have succeeded in selling our solution in 9 different countries and our MRR is in rapid growth.
","2014-10-01","Helsinki","Finland","marketing_and_communication","NULL","NULL","the"
"The only marketing platform for retail","Strict focus on developing all product features solely for the mid-sized multichannel retailers has given us a good advantage to compete even against the high-end players in the market like Adobe and Salesforce. We have succeeded in selling our solution in 9 different countries and our MRR is in rapid growth.
","2014-10-01","Helsinki","Finland","marketing_and_communication","NULL","NULL","only"
"The only marketing platform for retail","Strict focus on developing all product features solely for the mid-sized multichannel retailers has given us a good advantage to compete even against the high-end players in the market like Adobe and Salesforce. We have succeeded in selling our solution in 9 different countries and our MRR is in rapid growth.
","2014-10-01","Helsinki","Finland","marketing_and_communication","NULL","NULL","marketing"
"The only marketing platform for retail","Strict focus on developing all product features solely for the mid-sized multichannel retailers has given us a good advantage to compete even against the high-end players in the market like Adobe and Salesforce. We have succeeded in selling our solution in 9 different countries and our MRR is in rapid growth.
","2014-10-01","Helsinki","Finland","marketing_and_communication","NULL","NULL","platform"
"The only marketing platform for retail","Strict focus on developing all product features solely for the mid-sized multichannel retailers has given us a good advantage to compete even against the high-end players in the market like Adobe and Salesforce. We have succeeded in selling our solution in 9 different countries and our MRR is in rapid growth.
","2014-10-01","Helsinki","Finland","marketing_and_communication","NULL","NULL","for"
"The only marketing platform for retail","Strict focus on developing all product features solely for the mid-sized multichannel retailers has given us a good advantage to compete even against the high-end players in the market like Adobe and Salesforce. We have succeeded in selling our solution in 9 different countries and our MRR is in rapid growth.
","2014-10-01","Helsinki","Finland","marketing_and_communication","NULL","NULL","retail"
"Performance analytics for sports and well-being","Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.","2002-09-01","Jyväskylä","Finland","sports","NULL","NULL","performance"
"Performance analytics for sports and well-being","Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.","2002-09-01","Jyväskylä","Finland","sports","NULL","NULL","analytics"
"Performance analytics for sports and well-being","Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.","2002-09-01","Jyväskylä","Finland","sports","NULL","NULL","for"
"Performance analytics for sports and well-being","Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.","2002-09-01","Jyväskylä","Finland","sports","NULL","NULL","sports"
"Performance analytics for sports and well-being","Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.","2002-09-01","Jyväskylä","Finland","sports","NULL","NULL","and"
"Performance analytics for sports and well-being","Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.","2002-09-01","Jyväskylä","Finland","sports","NULL","NULL","well"
"Performance analytics for sports and well-being","Firstbeat is the leading provider of science-based performance analytics for sports and well-being. Hundreds of elite sports teams, thousands of employers, and millions of consumers worldwide trust us to reach their potential with confidence.","2002-09-01","Jyväskylä","Finland","sports","NULL","NULL","being"
"Turn health data into valuable information","Spe3dLab is an open source data analysis platform to turn health data into valuable information. The tool was co-developed and co-designed with INSERM laboratories in France, as well as practicians at AP-HP and CHRU Brest.
Spe3dLab is involved in various proof of concept projects in the following fields: reanimation, hospital hygiene, ambulatory as well as forensic medicine units and in a mutual insurance project.","2015-01-01","Paris","France","Diagnostics","digital_health","NULL","turn"
"Turn health data into valuable information","Spe3dLab is an open source data analysis platform to turn health data into valuable information. The tool was co-developed and co-designed with INSERM laboratories in France, as well as practicians at AP-HP and CHRU Brest.
Spe3dLab is involved in various proof of concept projects in the following fields: reanimation, hospital hygiene, ambulatory as well as forensic medicine units and in a mutual insurance project.","2015-01-01","Paris","France","Diagnostics","digital_health","NULL","health"
"Turn health data into valuable information","Spe3dLab is an open source data analysis platform to turn health data into valuable information. The tool was co-developed and co-designed with INSERM laboratories in France, as well as practicians at AP-HP and CHRU Brest.
Spe3dLab is involved in various proof of concept projects in the following fields: reanimation, hospital hygiene, ambulatory as well as forensic medicine units and in a mutual insurance project.","2015-01-01","Paris","France","Diagnostics","digital_health","NULL","data"
"Turn health data into valuable information","Spe3dLab is an open source data analysis platform to turn health data into valuable information. The tool was co-developed and co-designed with INSERM laboratories in France, as well as practicians at AP-HP and CHRU Brest.
Spe3dLab is involved in various proof of concept projects in the following fields: reanimation, hospital hygiene, ambulatory as well as forensic medicine units and in a mutual insurance project.","2015-01-01","Paris","France","Diagnostics","digital_health","NULL","into"
"Turn health data into valuable information","Spe3dLab is an open source data analysis platform to turn health data into valuable information. The tool was co-developed and co-designed with INSERM laboratories in France, as well as practicians at AP-HP and CHRU Brest.
Spe3dLab is involved in various proof of concept projects in the following fields: reanimation, hospital hygiene, ambulatory as well as forensic medicine units and in a mutual insurance project.","2015-01-01","Paris","France","Diagnostics","digital_health","NULL","valuable"
"Turn health data into valuable information","Spe3dLab is an open source data analysis platform to turn health data into valuable information. The tool was co-developed and co-designed with INSERM laboratories in France, as well as practicians at AP-HP and CHRU Brest.
Spe3dLab is involved in various proof of concept projects in the following fields: reanimation, hospital hygiene, ambulatory as well as forensic medicine units and in a mutual insurance project.","2015-01-01","Paris","France","Diagnostics","digital_health","NULL","information"
"Robotics, AI, transportation and mobility","Best in the class vehicle automation system for difficult environments. The solution is based on intelligent combination of various sensors scanning the surroundings of a vehicle and an artificial intelligence and software developed in-house, which is controlling and navigating the vehicle. It has been tested in harsh Finnish winter conditions. Our automation system is platform free and can convert cars and other vehicles to automated ones so that they can be driven driverless.","2017-02-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","robotics"
"Robotics, AI, transportation and mobility","Best in the class vehicle automation system for difficult environments. The solution is based on intelligent combination of various sensors scanning the surroundings of a vehicle and an artificial intelligence and software developed in-house, which is controlling and navigating the vehicle. It has been tested in harsh Finnish winter conditions. Our automation system is platform free and can convert cars and other vehicles to automated ones so that they can be driven driverless.","2017-02-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","ai"
"Robotics, AI, transportation and mobility","Best in the class vehicle automation system for difficult environments. The solution is based on intelligent combination of various sensors scanning the surroundings of a vehicle and an artificial intelligence and software developed in-house, which is controlling and navigating the vehicle. It has been tested in harsh Finnish winter conditions. Our automation system is platform free and can convert cars and other vehicles to automated ones so that they can be driven driverless.","2017-02-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","transportation"
"Robotics, AI, transportation and mobility","Best in the class vehicle automation system for difficult environments. The solution is based on intelligent combination of various sensors scanning the surroundings of a vehicle and an artificial intelligence and software developed in-house, which is controlling and navigating the vehicle. It has been tested in harsh Finnish winter conditions. Our automation system is platform free and can convert cars and other vehicles to automated ones so that they can be driven driverless.","2017-02-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","and"
"Robotics, AI, transportation and mobility","Best in the class vehicle automation system for difficult environments. The solution is based on intelligent combination of various sensors scanning the surroundings of a vehicle and an artificial intelligence and software developed in-house, which is controlling and navigating the vehicle. It has been tested in harsh Finnish winter conditions. Our automation system is platform free and can convert cars and other vehicles to automated ones so that they can be driven driverless.","2017-02-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","mobility"
"Private social networks","B2B Platfrom for building GDPR compliant private social networks with great mobile UX","2016-09-01","Espoo","Finland","marketing_and_communication","NULL","NULL","private"
"Private social networks","B2B Platfrom for building GDPR compliant private social networks with great mobile UX","2016-09-01","Espoo","Finland","marketing_and_communication","NULL","NULL","social"
"Private social networks","B2B Platfrom for building GDPR compliant private social networks with great mobile UX","2016-09-01","Espoo","Finland","marketing_and_communication","NULL","NULL","networks"
"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
","2015-02-01","Pirkkala","Finland","on-demand_services","NULL","NULL","it"
"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
","2015-02-01","Pirkkala","Finland","on-demand_services","NULL","NULL","services"
"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
","2015-02-01","Pirkkala","Finland","on-demand_services","NULL","NULL","kuittilompakko"
"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
","2015-02-01","Pirkkala","Finland","on-demand_services","NULL","NULL","service"
"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
","2015-02-01","Pirkkala","Finland","on-demand_services","NULL","NULL","for"
"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
","2015-02-01","Pirkkala","Finland","on-demand_services","NULL","NULL","e"
"IT services, Kuittilompakko service for e-receipts ","We have develop Kuittilompakko service for receiving, archiving and delivering receipts to accounting firms. Aim is to get rid off unnecessary paperwork and automatize the whole process with structured receipt data.

Benefits:
- Handling receipts with one application
- An easy way to handle receipts
- Transferring receipts to accounting softwares in real-time

How to use
- Register to service
- Link payment/loyalty card
- Make purchases and receive e-receipt automatically
","2015-02-01","Pirkkala","Finland","on-demand_services","NULL","NULL","receipts"
"Space Technology","Reaktor Space Lab provides state-of-the-art nanosatellite technology & space-based services. We help companies expand their business beyond Earth by co-created space missions. In-house design and manufacturing in Otaniemi, Finland.","2016-05-01","Espoo","Finland","aerospace_and_defence","NULL","NULL","space"
"Space Technology","Reaktor Space Lab provides state-of-the-art nanosatellite technology & space-based services. We help companies expand their business beyond Earth by co-created space missions. In-house design and manufacturing in Otaniemi, Finland.","2016-05-01","Espoo","Finland","aerospace_and_defence","NULL","NULL","technology"
"See-through-displays for augmented reality devices","Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm","2015-10-01","Espoo","Finland","consumer_electronics","materials_and_coatings","NULL","see"
"See-through-displays for augmented reality devices","Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm","2015-10-01","Espoo","Finland","consumer_electronics","materials_and_coatings","NULL","through"
"See-through-displays for augmented reality devices","Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm","2015-10-01","Espoo","Finland","consumer_electronics","materials_and_coatings","NULL","displays"
"See-through-displays for augmented reality devices","Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm","2015-10-01","Espoo","Finland","consumer_electronics","materials_and_coatings","NULL","for"
"See-through-displays for augmented reality devices","Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm","2015-10-01","Espoo","Finland","consumer_electronics","materials_and_coatings","NULL","augmented"
"See-through-displays for augmented reality devices","Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm","2015-10-01","Espoo","Finland","consumer_electronics","materials_and_coatings","NULL","reality"
"See-through-displays for augmented reality devices","Dispelix is a fabless supplier and developer of see-through-displays for augmented reality devices manufacturers and developers. Dispelix See-through-displays delivers thinnest, lightest and best form factor. This is realized by the single layer design. Total thickness of the waveguide is .8mm","2015-10-01","Espoo","Finland","consumer_electronics","materials_and_coatings","NULL","devices"
"Monitor and predict maintenance like never before","CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.","2016-01-01","Paris","France","consumer_electronics","on-demand_services","automotive_and_transportation","monitor"
"Monitor and predict maintenance like never before","CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.","2016-01-01","Paris","France","consumer_electronics","on-demand_services","automotive_and_transportation","and"
"Monitor and predict maintenance like never before","CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.","2016-01-01","Paris","France","consumer_electronics","on-demand_services","automotive_and_transportation","predict"
"Monitor and predict maintenance like never before","CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.","2016-01-01","Paris","France","consumer_electronics","on-demand_services","automotive_and_transportation","maintenance"
"Monitor and predict maintenance like never before","CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.","2016-01-01","Paris","France","consumer_electronics","on-demand_services","automotive_and_transportation","like"
"Monitor and predict maintenance like never before","CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.","2016-01-01","Paris","France","consumer_electronics","on-demand_services","automotive_and_transportation","never"
"Monitor and predict maintenance like never before","CARFIT leverages vibration analysis with edge learning to create self-learning predictive maintenance solutions for the aftermarket and for native integration into parts and new car platforms.","2016-01-01","Paris","France","consumer_electronics","on-demand_services","automotive_and_transportation","before"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","the"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","best"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","solution"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","for"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","learning"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","math"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","using"
"The best solution for learning math using AI","Skillgrower is an online learning platform for math. Studying is more fun and efficient due to AI and gamification. Customers are schools and the after-school market. Our team Hans unique knowhow and we have created a well received first product with minimal funds (around 60k). Our pilots with Tampere and Espoo have generated more interest than expected. 
We are looking for investors with knowhow of growing startups and people with connections in relevant fields.","2016-06-01","Espoo","Finland","education","impact","NULL","ai"
"Coming soon...","Coming soon...","2012-04-01","Helsinki","Finland","air_quality","construction_and_real_estate","NULL","coming"
"Coming soon...","Coming soon...","2012-04-01","Helsinki","Finland","air_quality","construction_and_real_estate","NULL","soon"
"International innovation contests and hackathons","Ultrahack’s mission is to provide an outstanding community experience to solve humanity's greatest challenges and foster the most innovative technological advances. Ultrahack is a tool for open innovation serving all industries. Ultrahack attracts thousands of experts and dozens of growth companies every year. Ultrahack has implemented hackathons with +100 companies including Asian Development Bank, United Nations (UN), NASA, ESA, CGI, SAP, IBM, Nokia, Microsoft and Nordea.","2013-05-01","Espoo","Finland","aerospace_and_defence","education","Diagnostics","international"
"International innovation contests and hackathons","Ultrahack’s mission is to provide an outstanding community experience to solve humanity's greatest challenges and foster the most innovative technological advances. Ultrahack is a tool for open innovation serving all industries. Ultrahack attracts thousands of experts and dozens of growth companies every year. Ultrahack has implemented hackathons with +100 companies including Asian Development Bank, United Nations (UN), NASA, ESA, CGI, SAP, IBM, Nokia, Microsoft and Nordea.","2013-05-01","Espoo","Finland","aerospace_and_defence","education","Diagnostics","innovation"
"International innovation contests and hackathons","Ultrahack’s mission is to provide an outstanding community experience to solve humanity's greatest challenges and foster the most innovative technological advances. Ultrahack is a tool for open innovation serving all industries. Ultrahack attracts thousands of experts and dozens of growth companies every year. Ultrahack has implemented hackathons with +100 companies including Asian Development Bank, United Nations (UN), NASA, ESA, CGI, SAP, IBM, Nokia, Microsoft and Nordea.","2013-05-01","Espoo","Finland","aerospace_and_defence","education","Diagnostics","contests"
"International innovation contests and hackathons","Ultrahack’s mission is to provide an outstanding community experience to solve humanity's greatest challenges and foster the most innovative technological advances. Ultrahack is a tool for open innovation serving all industries. Ultrahack attracts thousands of experts and dozens of growth companies every year. Ultrahack has implemented hackathons with +100 companies including Asian Development Bank, United Nations (UN), NASA, ESA, CGI, SAP, IBM, Nokia, Microsoft and Nordea.","2013-05-01","Espoo","Finland","aerospace_and_defence","education","Diagnostics","and"
"International innovation contests and hackathons","Ultrahack’s mission is to provide an outstanding community experience to solve humanity's greatest challenges and foster the most innovative technological advances. Ultrahack is a tool for open innovation serving all industries. Ultrahack attracts thousands of experts and dozens of growth companies every year. Ultrahack has implemented hackathons with +100 companies including Asian Development Bank, United Nations (UN), NASA, ESA, CGI, SAP, IBM, Nokia, Microsoft and Nordea.","2013-05-01","Espoo","Finland","aerospace_and_defence","education","Diagnostics","hackathons"
"Augmented Reality/indoor positioning","VimAI provides wide area AR navigation and ubiquitous multi-user AR. The basis of the solution is positioning that is based on image recognition and makes thus location-based AR possible . With VimAI buildings can be converted to augmented spaces filled with virtual things all around. Our key customer segments are process industries, shopping malls and building maintenance companies. Also different public buildings, like museums and opera have been interested in our offering.","2017-05-01","Espoo","Finland","entertainment_and_media","gaming","construction_and_real_estate","augmented"
"Augmented Reality/indoor positioning","VimAI provides wide area AR navigation and ubiquitous multi-user AR. The basis of the solution is positioning that is based on image recognition and makes thus location-based AR possible . With VimAI buildings can be converted to augmented spaces filled with virtual things all around. Our key customer segments are process industries, shopping malls and building maintenance companies. Also different public buildings, like museums and opera have been interested in our offering.","2017-05-01","Espoo","Finland","entertainment_and_media","gaming","construction_and_real_estate","reality"
"Augmented Reality/indoor positioning","VimAI provides wide area AR navigation and ubiquitous multi-user AR. The basis of the solution is positioning that is based on image recognition and makes thus location-based AR possible . With VimAI buildings can be converted to augmented spaces filled with virtual things all around. Our key customer segments are process industries, shopping malls and building maintenance companies. Also different public buildings, like museums and opera have been interested in our offering.","2017-05-01","Espoo","Finland","entertainment_and_media","gaming","construction_and_real_estate","indoor"
"Augmented Reality/indoor positioning","VimAI provides wide area AR navigation and ubiquitous multi-user AR. The basis of the solution is positioning that is based on image recognition and makes thus location-based AR possible . With VimAI buildings can be converted to augmented spaces filled with virtual things all around. Our key customer segments are process industries, shopping malls and building maintenance companies. Also different public buildings, like museums and opera have been interested in our offering.","2017-05-01","Espoo","Finland","entertainment_and_media","gaming","construction_and_real_estate","positioning"
"Food & Beverages, E-commerce","Our mission at Ambronite is to help urban professionals to thrive and live life to the fullest with healthy food products.
Complete Meal Shake, our first product, contains 100% of everything your body needs and quenches hunger. Next year, we are expanding our product lines.
Ambronite has customers in over 30 countries and has been covered by e.g. TIME Magazine, Wired, Wallpaper and Business Insider.
We are venture backed by investors such as Jawed Karim (YouTube co-founder) and Lifeline Ventures","2013-10-01","Helsinki","Finland","nutrition_food_beverages_supplements","e-commerce","agribusiness_and_farming","food"
"Food & Beverages, E-commerce","Our mission at Ambronite is to help urban professionals to thrive and live life to the fullest with healthy food products.
Complete Meal Shake, our first product, contains 100% of everything your body needs and quenches hunger. Next year, we are expanding our product lines.
Ambronite has customers in over 30 countries and has been covered by e.g. TIME Magazine, Wired, Wallpaper and Business Insider.
We are venture backed by investors such as Jawed Karim (YouTube co-founder) and Lifeline Ventures","2013-10-01","Helsinki","Finland","nutrition_food_beverages_supplements","e-commerce","agribusiness_and_farming","beverages"
"Food & Beverages, E-commerce","Our mission at Ambronite is to help urban professionals to thrive and live life to the fullest with healthy food products.
Complete Meal Shake, our first product, contains 100% of everything your body needs and quenches hunger. Next year, we are expanding our product lines.
Ambronite has customers in over 30 countries and has been covered by e.g. TIME Magazine, Wired, Wallpaper and Business Insider.
We are venture backed by investors such as Jawed Karim (YouTube co-founder) and Lifeline Ventures","2013-10-01","Helsinki","Finland","nutrition_food_beverages_supplements","e-commerce","agribusiness_and_farming","e"
"Food & Beverages, E-commerce","Our mission at Ambronite is to help urban professionals to thrive and live life to the fullest with healthy food products.
Complete Meal Shake, our first product, contains 100% of everything your body needs and quenches hunger. Next year, we are expanding our product lines.
Ambronite has customers in over 30 countries and has been covered by e.g. TIME Magazine, Wired, Wallpaper and Business Insider.
We are venture backed by investors such as Jawed Karim (YouTube co-founder) and Lifeline Ventures","2013-10-01","Helsinki","Finland","nutrition_food_beverages_supplements","e-commerce","agribusiness_and_farming","commerce"
"Enabling self-driving cars","Providing road information that matters - way ahead
With dedicated hardware installed into carefully selected fleets of vehicles, we collect data that matters. The data is refined into information products providing unique opportunities for our customers and fleet partners.Working on autonomous driving, road maintenance or traffic information systems? See how you can benefit from our services!","2014-08-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","enabling"
"Enabling self-driving cars","Providing road information that matters - way ahead
With dedicated hardware installed into carefully selected fleets of vehicles, we collect data that matters. The data is refined into information products providing unique opportunities for our customers and fleet partners.Working on autonomous driving, road maintenance or traffic information systems? See how you can benefit from our services!","2014-08-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","self"
"Enabling self-driving cars","Providing road information that matters - way ahead
With dedicated hardware installed into carefully selected fleets of vehicles, we collect data that matters. The data is refined into information products providing unique opportunities for our customers and fleet partners.Working on autonomous driving, road maintenance or traffic information systems? See how you can benefit from our services!","2014-08-01","Espoo","Finland","automotive_and_transportation","NULL","NULL","driving"
